Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-09-28,2015,9,28,Monday,39,2015-39,60.92,61.01,59.69,59.98,17452200,50.77,-0.024216798001153172,52.34499999999998,55.15120000000001
2015-09-29,2015,9,29,Tuesday,39,2015-39,59.98,60.13,58.73,59.84,19334900,50.65,-0.0023636005515068614,52.20357142857141,54.991600000000005
2015-09-30,2015,9,30,Wednesday,39,2015-39,60.7,61.0,60.11,60.97,18743800,51.61,0.018953603158933907,52.10142857142855,54.85400000000001
2015-10-01,2015,10,1,Thursday,39,2015-39,61.12,61.87,60.54,61.42,16863200,51.99,0.007362914163921763,52.03214285714284,54.70740000000001
2015-10-02,2015,10,2,Friday,39,2015-39,59.59,60.86,58.53,60.81,20435100,51.85,-0.002692825543373689,51.9642857142857,54.56540000000001
2015-10-05,2015,10,5,Monday,40,2015-40,61.24,62.24,61.22,62.02,13471100,52.88,0.019864995178399347,51.89714285714284,54.45640000000001
2015-10-06,2015,10,6,Tuesday,40,2015-40,62.11,62.36,61.62,62.05,12134800,52.9,0.0003782148260211837,51.797857142857126,54.363000000000014
2015-10-07,2015,10,7,Wednesday,40,2015-40,62.55,63.03,61.76,62.13,12773100,52.97,0.0013232514177694554,51.79357142857141,54.27040000000001
2015-10-08,2015,10,8,Thursday,40,2015-40,61.85,62.25,61.43,62.13,13964600,52.97,0.0,51.892857142857125,54.162600000000005
2015-10-09,2015,10,9,Friday,40,2015-40,62.39,62.55,61.58,61.93,12112000,52.8,-0.003209363790825037,51.94857142857141,54.049800000000005
2015-10-12,2015,10,12,Monday,41,2015-41,61.84,62.01,61.4,61.72,10857400,52.62,-0.003409090909090917,52.02428571428569,53.942
2015-10-13,2015,10,13,Tuesday,41,2015-41,61.39,62.16,61.31,61.55,15621900,52.48,-0.0026605853287723358,52.106428571428545,53.831399999999995
2015-10-14,2015,10,14,Wednesday,41,2015-41,60.76,60.97,59.54,59.99,28989400,51.15,-0.02534298780487798,52.11928571428569,53.6954
2015-10-15,2015,10,15,Thursday,41,2015-41,60.47,61.96,60.1,61.89,18147900,52.77,0.031671554252199474,52.17214285714283,53.5872
2015-10-16,2015,10,16,Friday,41,2015-41,62.43,62.65,62.09,62.43,17456600,53.23,0.008717074095129673,52.347857142857116,53.4964
2015-10-19,2015,10,19,Monday,42,2015-42,62.0,62.77,61.91,62.22,14510400,53.05,-0.0033815517565283226,52.51928571428569,53.40540000000001
2015-10-20,2015,10,20,Tuesday,42,2015-42,62.36,62.82,62.08,62.52,11545100,53.3,0.004712535344015167,52.63999999999997,53.30520000000001
2015-10-21,2015,10,21,Wednesday,42,2015-42,62.88,62.96,62.05,62.06,12113400,52.91,-0.007317073170731714,52.70571428571425,53.208200000000005
2015-10-22,2015,10,22,Thursday,42,2015-42,62.42,63.58,62.42,63.19,15295700,53.87,0.018144018144018226,52.849999999999966,53.147200000000005
2015-10-23,2015,10,23,Friday,42,2015-42,63.63,64.19,63.5,63.87,16985200,54.45,0.010766660478930934,52.96214285714283,53.092600000000004
2015-10-26,2015,10,26,Monday,43,2015-43,63.84,63.99,63.41,63.9,13880200,54.48,0.000550964187327807,53.074999999999974,53.03280000000001
2015-10-27,2015,10,27,Tuesday,43,2015-43,63.53,63.86,63.31,63.64,8831900,54.26,-0.004038179148311283,53.16714285714283,52.965600000000016
2015-10-28,2015,10,28,Wednesday,43,2015-43,63.7,65.74,63.69,65.5,17962000,55.84,0.02911905639513468,53.372142857142826,52.92760000000002
2015-10-29,2015,10,29,Thursday,43,2015-43,65.26,65.83,64.88,65.21,12753700,55.6,-0.004297994269340966,53.57214285714283,52.895200000000024
2015-10-30,2015,10,30,Friday,43,2015-43,65.3,65.34,64.13,64.25,15731400,54.78,-0.014748201438848918,53.72642857142854,52.87440000000002
2015-11-02,2015,11,2,Monday,44,2015-44,64.45,65.75,64.39,65.54,15253300,55.88,0.02008032128514059,53.96928571428568,52.91520000000002
2015-11-03,2015,11,3,Tuesday,44,2015-44,65.29,66.1,65.17,65.78,11519500,56.08,0.0035790980672869566,54.32142857142855,53.01680000000002
2015-11-04,2015,11,4,Wednesday,44,2015-44,66.01,66.15,65.63,65.85,11388400,56.14,0.0010699001426532906,54.56214285714283,53.12540000000002
2015-11-05,2015,11,5,Thursday,44,2015-44,65.79,66.67,65.75,66.44,12715900,56.65,0.009084431777698576,54.80642857142855,53.19340000000002
2015-11-06,2015,11,6,Friday,44,2015-44,68.37,69.03,68.1,68.46,23262700,58.37,0.03036187113857025,55.18642857142855,53.26920000000002
2015-11-09,2015,11,9,Monday,45,2015-45,68.7,68.72,67.08,67.39,17143800,57.46,-0.015590200445434244,55.48357142857141,53.33280000000001
2015-11-10,2015,11,10,Tuesday,45,2015-45,67.19,67.85,66.93,67.68,13239700,57.7,0.004176818656456804,55.82571428571428,53.40160000000001
2015-11-11,2015,11,11,Wednesday,45,2015-45,68.1,68.17,67.25,67.35,8513900,57.42,-0.004852686308492227,56.079285714285696,53.509600000000006
2015-11-12,2015,11,12,Thursday,45,2015-45,66.86,66.9,65.95,66.0,13576900,56.27,-0.02002786485545105,56.20928571428569,53.57580000000001
2015-11-13,2015,11,13,Friday,45,2015-45,65.84,66.17,65.23,65.56,11837000,55.9,-0.006575439843611197,56.31071428571426,53.63260000000001
2015-11-16,2015,11,16,Monday,46,2015-46,65.46,66.58,65.17,66.51,11041100,56.71,0.014490161001788904,56.485714285714266,53.725600000000014
2015-11-17,2015,11,17,Tuesday,46,2015-46,66.67,66.74,65.89,66.13,12354800,56.38,-0.005819079527420223,56.52428571428569,53.78400000000001
2015-11-18,2015,11,18,Wednesday,46,2015-46,66.48,67.55,66.37,67.45,12911400,57.51,0.020042568286626317,56.66071428571426,53.88160000000002
2015-11-19,2015,11,19,Thursday,46,2015-46,67.58,67.82,67.04,67.66,12839500,57.69,0.003129890453834161,56.8685714285714,53.97460000000002
2015-11-20,2015,11,20,Friday,46,2015-46,67.99,68.11,67.38,67.54,11209600,57.58,-0.0019067429363841537,56.989999999999974,54.067000000000014
2015-11-23,2015,11,23,Monday,47,2015-47,67.31,67.58,66.78,66.88,11339000,57.02,-0.009725599166377163,57.05714285714283,54.15140000000001
2015-11-24,2015,11,24,Tuesday,47,2015-47,66.17,67.14,66.04,66.78,10910000,56.94,-0.001403016485443831,57.114285714285685,54.21380000000001
2015-11-25,2015,11,25,Wednesday,47,2015-47,66.93,67.12,66.55,66.86,7772000,57.0,0.0010537407797681642,57.139285714285684,54.26800000000001
2015-11-27,2015,11,27,Friday,47,2015-47,67.0,67.33,66.64,67.17,4052500,57.27,0.00473684210526315,57.060714285714255,54.35280000000001
2015-11-30,2015,11,30,Monday,48,2015-48,67.28,67.52,66.68,66.68,15147500,56.85,-0.007333682556312282,57.01714285714282,54.458200000000005
2015-12-01,2015,12,1,Tuesday,48,2015-48,67.34,67.83,66.99,67.61,12708800,57.64,0.013896218117853909,57.01285714285711,54.570600000000006
2015-12-02,2015,12,2,Wednesday,48,2015-48,67.83,67.88,66.48,66.66,13440900,56.83,-0.014052741151977854,56.97071428571426,54.676
2015-12-03,2015,12,3,Thursday,48,2015-48,66.83,67.03,65.58,65.8,14626900,56.1,-0.012845328171740222,56.9585714285714,54.7714
2015-12-04,2015,12,4,Friday,48,2015-48,66.1,68.0,66.03,67.89,17786000,57.88,0.03172905525846703,57.09999999999997,54.90960000000001
2015-12-07,2015,12,7,Monday,49,2015-49,67.66,67.75,66.4,67.0,11686000,57.12,-0.013130615065653162,57.129285714285686,55.0114
2015-12-08,2015,12,8,Tuesday,49,2015-49,66.25,66.96,65.7,65.96,13084500,56.24,-0.01540616246498594,57.11928571428569,55.1208
2015-12-09,2015,12,9,Wednesday,49,2015-49,65.61,66.58,65.04,65.46,16770200,55.81,-0.007645803698435261,56.997857142857114,55.224
2015-12-10,2015,12,10,Thursday,49,2015-49,65.54,66.5,65.08,65.61,12839000,55.94,0.002329331660992473,56.872857142857114,55.310599999999994
2015-12-11,2015,12,11,Friday,49,2015-49,64.8,65.16,63.51,64.07,17889300,54.63,-0.023417947801215533,56.662142857142825,55.3634
2015-12-14,2015,12,14,Monday,50,2015-50,64.23,64.76,63.6,64.27,17638200,54.8,0.0031118433095367326,56.50357142857139,55.42240000000001
2015-12-15,2015,12,15,Tuesday,50,2015-50,65.07,66.65,65.07,66.1,18126600,56.36,0.028467153284671642,56.46214285714283,55.492000000000004
2015-12-16,2015,12,16,Wednesday,50,2015-50,66.91,67.74,65.91,67.53,21720000,57.58,0.021646557842441405,56.5035714285714,55.58560000000001
2015-12-17,2015,12,17,Thursday,50,2015-50,67.9,68.0,66.08,66.28,18122100,56.51,-0.018582841264327854,56.449285714285686,55.65640000000001
2015-12-18,2015,12,18,Friday,50,2015-50,65.97,65.97,64.4,64.4,23819600,54.91,-0.028313572818970068,56.310714285714255,55.695200000000014
2015-12-21,2015,12,21,Monday,51,2015-51,65.02,65.56,64.83,65.54,18869300,55.88,0.017665270442542402,56.18499999999997,55.75680000000001
2015-12-22,2015,12,22,Tuesday,51,2015-51,65.92,66.0,64.98,65.68,12149500,56.0,0.0021474588403722628,56.12571428571425,55.82440000000001
2015-12-23,2015,12,23,Wednesday,51,2015-51,66.12,66.85,66.05,66.73,12524500,56.89,0.015892857142857153,56.18214285714282,55.91260000000001
2015-12-24,2015,12,24,Thursday,51,2015-51,66.62,66.89,66.32,66.6,4468200,56.78,-0.0019335559852347028,56.10357142857139,56.02520000000001
2015-12-28,2015,12,28,Monday,52,2015-52,66.29,66.45,65.71,66.38,6610600,56.59,-0.0033462486791123736,56.06571428571425,56.10160000000002
2015-12-29,2015,12,29,Tuesday,52,2015-52,66.84,67.3,66.74,67.07,9820800,57.18,0.010425870295105,56.132857142857105,56.18060000000001
2015-12-30,2015,12,30,Wednesday,52,2015-52,67.04,67.05,66.45,66.59,7190700,56.77,-0.007170339279468307,56.201428571428536,56.25500000000001
2015-12-31,2015,12,31,Thursday,52,2015-52,66.19,66.78,66.0,66.03,14654300,56.3,-0.00827902060947694,56.227142857142816,56.31500000000001
2016-01-04,2016,1,4,Monday,01,2016-01,63.95,64.06,63.01,63.62,25393200,54.61,-0.030017761989342806,56.22571428571424,56.34900000000002
2016-01-05,2016,1,5,Tuesday,01,2016-01,63.7,64.13,63.04,63.73,16566700,54.7,0.0016480498077275918,56.218571428571394,56.365600000000015
2016-01-06,2016,1,6,Wednesday,01,2016-01,62.72,63.13,62.34,62.81,22961500,53.91,-0.01444241316270578,56.04357142857139,56.35480000000001
2016-01-07,2016,1,7,Thursday,01,2016-01,61.46,62.0,60.08,60.27,27630900,51.73,-0.04043776664811727,55.625714285714245,56.29980000000001
2016-01-08,2016,1,8,Friday,01,2016-01,61.13,61.27,58.85,58.92,22373300,50.57,-0.022424125265803174,55.201428571428536,56.22600000000001
2016-01-11,2016,1,11,Monday,02,2016-02,58.83,59.22,58.04,58.83,20925500,50.49,-0.0015819655922483244,54.88571428571425,56.11900000000001
2016-01-12,2016,1,12,Tuesday,02,2016-02,59.45,59.56,58.1,58.96,22971600,50.61,0.002376708259061111,54.50928571428568,56.01920000000001
2016-01-13,2016,1,13,Wednesday,02,2016-02,59.46,59.68,56.91,57.34,28808100,49.22,-0.027464927879865653,54.02499999999997,55.908
2016-01-14,2016,1,14,Thursday,02,2016-02,58.16,59.38,57.29,58.2,31296300,49.95,0.014831369362048097,53.529285714285685,55.78939999999999
2016-01-15,2016,1,15,Friday,02,2016-02,56.45,57.57,56.22,57.04,38131700,48.96,-0.01981981981981984,52.970714285714266,55.647
2016-01-19,2016,1,19,Tuesday,03,2016-03,57.73,57.97,56.51,57.01,22818900,48.93,-0.0006127450980392135,52.4235714285714,55.5028
2016-01-20,2016,1,20,Wednesday,03,2016-03,55.63,56.18,54.66,55.51,34646100,47.64,-0.02636419374616794,51.74214285714283,55.322599999999994
2016-01-21,2016,1,21,Thursday,03,2016-03,55.74,56.52,55.06,55.25,31301100,47.42,-0.0046179680940385825,51.074285714285686,55.1036
2016-01-22,2016,1,22,Friday,03,2016-03,56.44,57.16,56.3,56.95,22732200,48.88,0.030788696752425126,50.54428571428569,54.931999999999995
2016-01-25,2016,1,25,Monday,04,2016-04,56.48,56.85,55.6,55.66,21114400,47.77,-0.02270867430441892,50.05571428571426,54.7334
2016-01-26,2016,1,26,Tuesday,04,2016-04,55.85,57.15,55.81,57.08,17535700,48.99,0.02553904123927153,49.64785714285711,54.5648
2016-01-27,2016,1,27,Wednesday,04,2016-04,57.08,58.27,56.56,57.04,20560000,48.96,-0.0006123698714023407,49.29428571428569,54.4186
2016-01-28,2016,1,28,Thursday,04,2016-04,57.52,57.97,56.63,57.28,15497900,49.16,0.004084967320261423,49.11071428571426,54.28379999999999
2016-01-29,2016,1,29,Friday,04,2016-04,57.83,59.54,57.51,59.5,26992200,51.07,0.03885272579332799,49.146428571428544,54.17099999999999
2016-02-01,2016,2,1,Monday,05,2016-05,59.16,59.65,58.44,58.86,16807900,50.52,-0.010769532014881511,49.1485714285714,54.053799999999995
2016-02-02,2016,2,2,Tuesday,05,2016-05,57.88,57.98,56.75,57.03,22448200,48.95,-0.031076801266824994,49.02999999999997,53.88259999999998
2016-02-03,2016,2,3,Wednesday,05,2016-05,57.37,57.8,55.02,57.41,31543200,49.28,0.006741573033707926,49.03428571428568,53.71439999999998
2016-02-04,2016,2,4,Thursday,05,2016-05,57.06,58.52,57.06,58.4,21651300,50.12,0.017045454545454364,49.046428571428535,53.56519999999998
2016-02-05,2016,2,5,Friday,05,2016-05,58.58,59.14,57.42,57.75,22001300,49.57,-0.010973663208300066,49.08999999999997,53.41619999999999
2016-02-08,2016,2,8,Monday,06,2016-06,56.69,56.92,55.54,56.54,28267600,48.53,-0.020980431712729453,49.06142857142854,53.24799999999999
2016-02-09,2016,2,9,Tuesday,06,2016-06,55.29,56.69,55.13,56.2,26300000,48.24,-0.005975685143210341,49.10428571428569,53.07279999999999
2016-02-10,2016,2,10,Wednesday,06,2016-06,56.57,57.41,55.47,55.52,22389600,47.65,-0.012230514096185807,49.12071428571426,52.88039999999999
2016-02-11,2016,2,11,Thursday,06,2016-06,53.9,53.91,52.5,53.07,44334700,45.55,-0.044071353620146914,48.88285714285711,52.654399999999995
2016-02-12,2016,2,12,Friday,06,2016-06,55.65,57.57,55.17,57.49,37011400,49.34,0.08320526893523605,48.99499999999997,52.4884
2016-02-16,2016,2,16,Tuesday,07,2016-07,58.23,58.6,57.64,58.35,23730700,50.08,0.014997973246858365,49.07285714285712,52.3534
2016-02-17,2016,2,17,Wednesday,07,2016-07,58.85,59.25,58.39,58.77,21580100,50.44,0.007188498402555865,49.178571428571395,52.2402
2016-02-18,2016,2,18,Thursday,07,2016-07,58.84,58.86,57.25,57.81,17037800,49.62,-0.016256938937351362,49.21142857142854,52.075
2016-02-19,2016,2,19,Friday,07,2016-07,57.5,58.17,57.08,57.82,15658200,49.63,0.00020153164046776695,49.108571428571395,51.925200000000004
2016-02-22,2016,2,22,Monday,08,2016-08,58.51,58.88,58.42,58.57,14882800,50.27,0.012895426153536116,49.09071428571425,51.805800000000005
2016-02-23,2016,2,23,Tuesday,08,2016-08,57.9,58.09,55.96,56.12,31772500,48.17,-0.04177441814203309,49.03499999999996,51.65300000000001
2016-02-24,2016,2,24,Wednesday,08,2016-08,55.2,56.21,54.33,56.14,25560100,48.19,0.00041519618019503213,48.95714285714281,51.49800000000001
2016-02-25,2016,2,25,Thursday,08,2016-08,56.13,57.03,56.04,57.01,14473300,48.93,0.015355882963270506,48.87214285714281,51.38400000000001
2016-02-26,2016,2,26,Friday,08,2016-08,57.64,58.11,57.14,57.54,20947500,49.39,0.009401185366850529,48.85928571428566,51.2758
2016-02-29,2016,2,29,Monday,09,2016-09,57.41,57.61,56.29,56.3,19554100,48.32,-0.021664304515084054,48.84428571428567,51.115
2016-03-01,2016,3,1,Tuesday,09,2016-09,56.76,59.2,56.67,59.2,23958100,50.81,0.051531456953642474,49.0278571428571,50.9796
2016-03-02,2016,3,2,Wednesday,09,2016-09,59.2,59.9,58.96,59.76,20943100,51.29,0.009446959259988175,49.2878571428571,50.87519999999999
2016-03-03,2016,3,3,Thursday,09,2016-09,59.58,59.96,59.1,59.96,15790600,51.46,0.0033144862546305998,49.709999999999965,50.8062
2016-03-04,2016,3,4,Friday,09,2016-09,60.1,60.55,59.53,60.05,18459000,51.54,0.001554605518849561,49.86714285714282,50.71939999999999
2016-03-07,2016,3,7,Monday,10,2016-10,59.54,60.05,59.32,59.94,12832400,51.45,-0.0017462165308497202,49.96499999999996,50.62839999999999
2016-03-08,2016,3,8,Tuesday,10,2016-10,59.21,59.5,58.68,58.78,14132900,50.45,-0.0194363459669582,49.96571428571425,50.499599999999994
2016-03-09,2016,3,9,Wednesday,10,2016-10,59.15,59.54,58.68,59.12,13238800,50.74,0.005748265609514247,50.045714285714254,50.378799999999984
2016-03-10,2016,3,10,Thursday,10,2016-10,59.59,59.67,57.81,58.61,21139200,50.31,-0.008474576271186418,50.09428571428568,50.25319999999998
2016-03-11,2016,3,11,Friday,10,2016-10,59.39,59.51,58.65,59.34,21055000,50.93,0.012323593718942538,50.14142857142854,50.12819999999998
2016-03-14,2016,3,14,Monday,11,2016-11,59.15,59.31,58.6,59.12,13436100,50.74,-0.003730610642057708,50.324999999999974,50.007599999999975
2016-03-15,2016,3,15,Tuesday,11,2016-11,58.54,59.21,58.43,59.2,10910500,50.81,0.0013795821836815048,50.51214285714283,49.89779999999997
2016-03-16,2016,3,16,Wednesday,11,2016-11,58.98,59.75,58.47,58.92,17423900,50.57,-0.004723479629994087,50.62928571428569,49.81699999999997
2016-03-17,2016,3,17,Thursday,11,2016-11,58.77,59.13,57.99,58.75,19405700,50.43,-0.0027684397864347066,50.70357142857141,49.73159999999997
2016-03-18,2016,3,18,Friday,11,2016-11,60.05,60.97,59.66,60.48,29570200,51.91,0.02934761054927626,50.95999999999997,49.69159999999997
2016-03-21,2016,3,21,Monday,12,2016-12,60.22,60.82,59.96,60.46,12684400,51.89,-0.0003852822192255134,51.037142857142825,49.694799999999965
2016-03-22,2016,3,22,Tuesday,12,2016-12,59.99,60.58,59.62,60.24,12042700,51.7,-0.0036615918288687155,51.066428571428546,49.71739999999996
2016-03-23,2016,3,23,Wednesday,12,2016-12,60.34,60.51,59.86,59.94,11658700,51.45,-0.004835589941972973,51.06571428571426,49.73659999999996
2016-03-24,2016,3,24,Thursday,12,2016-12,59.3,59.51,58.87,59.48,12921200,51.05,-0.007774538386783436,51.03071428571426,49.74539999999996
2016-03-28,2016,3,28,Monday,13,2016-13,59.53,59.75,59.18,59.4,11159700,50.98,-0.0013712047012732764,50.997142857142826,49.780599999999964
2016-03-29,2016,3,29,Tuesday,13,2016-13,59.33,59.33,58.53,59.03,15933400,50.67,-0.006080816006276857,51.01285714285711,49.79499999999997
2016-03-30,2016,3,30,Wednesday,13,2016-13,59.46,60.23,59.38,59.71,13307100,51.25,0.011446615354252954,51.04928571428568,49.84079999999997
2016-03-31,2016,3,31,Thursday,13,2016-13,59.45,59.93,59.11,59.22,14904700,50.83,-0.00819512195121952,51.08642857142854,49.87879999999998
2016-04-01,2016,4,1,Friday,13,2016-13,59.02,60.06,58.56,59.87,15417500,51.39,0.011017115876450934,51.11928571428569,49.95379999999997
2016-04-04,2016,4,4,Monday,14,2016-14,59.44,59.57,58.96,59.2,12305000,51.19,-0.0038918077446974397,51.151428571428546,50.029199999999975
2016-04-05,2016,4,5,Tuesday,14,2016-14,58.59,58.83,58.21,58.36,12886600,50.46,-0.014260597773002481,51.126428571428555,50.06079999999997
2016-04-06,2016,4,6,Wednesday,14,2016-14,58.18,58.88,57.95,58.81,12167900,50.85,0.007728894173602896,51.14642857142855,50.12239999999997
2016-04-07,2016,4,7,Thursday,14,2016-14,58.26,58.43,57.07,57.32,19226800,49.56,-0.025368731563421787,51.08428571428569,50.13379999999997
2016-04-08,2016,4,8,Friday,14,2016-14,57.71,58.58,57.69,57.74,13547700,49.93,0.007465698143664268,50.94285714285712,50.15319999999997
2016-04-11,2016,4,11,Monday,15,2016-15,57.91,58.88,57.91,58.2,17627800,50.32,0.007810935309433109,50.83071428571427,50.17639999999997
2016-04-12,2016,4,12,Tuesday,15,2016-15,58.34,59.39,58.2,59.28,17779200,51.26,0.018680445151033398,50.799285714285695,50.18019999999998
2016-04-13,2016,4,13,Wednesday,15,2016-15,60.48,62.16,60.38,61.79,37516800,53.43,0.042333203277409304,50.94071428571426,50.23839999999998
2016-04-14,2016,4,14,Thursday,15,2016-15,61.69,62.91,61.61,62.59,24249900,54.12,0.01291409320606407,51.159999999999975,50.34179999999998
2016-04-15,2016,4,15,Friday,15,2016-15,62.88,62.9,61.45,61.87,19290700,53.5,-0.011456023651145508,51.339999999999975,50.42619999999997
2016-04-18,2016,4,18,Monday,16,2016-16,61.64,62.58,61.53,62.27,13813100,53.84,0.006355140186915964,51.56642857142855,50.50059999999998
2016-04-19,2016,4,19,Tuesday,16,2016-16,62.55,63.48,62.55,63.32,19255600,54.75,0.016901931649331292,51.81642857142855,50.60419999999997
2016-04-20,2016,4,20,Wednesday,16,2016-16,63.48,64.31,63.15,64.24,14594400,55.55,0.014611872146118587,52.153571428571404,50.74459999999997
2016-04-21,2016,4,21,Thursday,16,2016-16,64.26,64.66,63.34,63.6,15395800,54.99,-0.01008100810081003,52.41071428571426,50.879599999999975
2016-04-22,2016,4,22,Friday,16,2016-16,63.64,64.38,63.64,63.97,12444700,55.31,0.005819239861793113,52.70499999999998,51.03279999999997
2016-04-25,2016,4,25,Monday,17,2016-17,63.6,63.95,63.15,63.6,10687200,54.99,-0.005785572229253355,53.028571428571404,51.22159999999996
2016-04-26,2016,4,26,Tuesday,17,2016-17,63.81,64.07,63.33,63.93,12048000,55.28,0.005273686124749988,53.34499999999997,51.34039999999996
2016-04-27,2016,4,27,Wednesday,17,2016-17,63.86,64.64,63.6,64.11,15284100,55.43,0.002713458755426945,53.764285714285684,51.44739999999996
2016-04-28,2016,4,28,Thursday,17,2016-17,63.64,64.42,63.35,63.6,12852500,54.99,-0.007937939743820954,54.12571428571426,51.53839999999995
2016-04-29,2016,4,29,Friday,17,2016-17,63.09,63.61,62.7,63.2,16376400,54.65,-0.006182942353155196,54.43499999999997,51.63899999999996
2016-05-02,2016,5,2,Monday,18,2016-18,63.69,64.0,63.14,63.79,10247300,55.16,0.009332113449222357,54.7135714285714,51.74959999999996
2016-05-03,2016,5,3,Tuesday,18,2016-18,62.9,62.91,61.8,62.56,19120300,54.09,-0.019398114575779446,54.76071428571426,51.82599999999996
2016-05-04,2016,5,4,Wednesday,18,2016-18,61.75,62.26,61.27,61.57,17030200,53.24,-0.01571454982436682,54.69785714285712,51.92739999999995
2016-05-05,2016,5,5,Thursday,18,2016-18,61.6,62.0,61.06,61.24,14033900,52.95,-0.005447032306536426,54.658571428571406,52.02259999999995
2016-05-06,2016,5,6,Friday,18,2016-18,60.7,61.68,60.59,61.6,11057900,53.26,0.005854579792256676,54.61714285714283,52.10919999999996
2016-05-09,2016,5,9,Monday,19,2016-19,61.37,61.89,61.05,61.21,11197100,52.93,-0.006196019526849339,54.48714285714283,52.17999999999996
2016-05-10,2016,5,10,Tuesday,19,2016-19,61.55,62.26,61.35,62.04,11897200,53.64,0.013413942943510282,54.35071428571426,52.28639999999995
2016-05-11,2016,5,11,Wednesday,19,2016-19,61.97,62.6,61.81,61.81,11254000,53.44,-0.0037285607755407346,54.239999999999974,52.33899999999995
2016-05-12,2016,5,12,Thursday,19,2016-19,62.27,62.56,61.37,61.77,11071700,53.41,-0.000561377245508976,54.10428571428569,52.38139999999995
2016-05-13,2016,5,13,Friday,19,2016-19,61.7,62.4,61.02,61.2,15122300,52.92,-0.00917431192660545,53.95642857142854,52.41059999999995
2016-05-16,2016,5,16,Monday,20,2016-20,61.21,61.99,61.0,61.66,10951300,53.31,0.007369614512471756,53.81571428571426,52.44599999999995
2016-05-17,2016,5,17,Tuesday,20,2016-20,61.43,62.16,61.15,61.66,12180900,53.31,0.0,53.66428571428569,52.483199999999954
2016-05-18,2016,5,18,Wednesday,20,2016-20,61.7,64.17,61.69,64.04,24007100,55.37,0.038641905833802115,53.691428571428546,52.58159999999995
2016-05-19,2016,5,19,Thursday,20,2016-20,63.53,64.22,62.9,63.39,16076200,54.81,-0.010113780025284402,53.70285714285711,52.662999999999954
2016-05-20,2016,5,20,Friday,20,2016-20,63.86,64.19,63.37,63.51,11862000,54.91,0.0018244845831052459,53.68499999999997,52.75499999999995
2016-05-23,2016,5,23,Monday,21,2016-21,63.45,63.87,63.16,63.46,9347500,54.87,-0.0007284647605172445,53.740714285714255,52.833799999999954
2016-05-24,2016,5,24,Tuesday,21,2016-21,63.94,64.77,63.81,64.54,13839400,55.81,0.01713140149444148,53.92428571428569,52.93519999999996
2016-05-25,2016,5,25,Wednesday,21,2016-21,64.94,66.2,64.92,65.52,18935200,56.65,0.01505106611718321,54.18857142857139,53.051999999999964
2016-05-26,2016,5,26,Thursday,21,2016-21,65.57,65.58,64.91,65.03,9428400,56.23,-0.007413945278022971,54.40071428571425,53.165199999999956
2016-05-27,2016,5,27,Friday,21,2016-21,65.21,65.46,65.05,65.43,10116000,56.57,0.006046594344655931,54.66071428571426,53.28799999999997
2016-05-31,2016,5,31,Tuesday,22,2016-22,65.73,65.82,64.96,65.27,15139400,56.44,-0.0022980378292382087,54.86071428571426,53.37859999999997
2016-06-01,2016,6,1,Wednesday,22,2016-22,64.76,65.92,64.26,65.69,14031000,56.8,0.006378454996456506,55.10071428571426,53.476799999999976
2016-06-02,2016,6,2,Thursday,22,2016-22,65.52,65.81,65.16,65.81,10637600,56.9,0.0017605633802817433,55.34999999999997,53.58079999999998
2016-06-03,2016,6,3,Friday,22,2016-22,64.25,64.86,63.55,64.64,20261700,55.89,-0.01775043936731102,55.56214285714283,53.66959999999998
2016-06-06,2016,6,6,Monday,23,2016-23,64.64,65.76,64.6,65.28,13193500,56.44,0.009840758633029134,55.78571428571427,53.77739999999998
2016-06-07,2016,6,7,Tuesday,23,2016-23,65.45,65.74,65.04,65.06,9924100,56.25,-0.0033664068036852735,55.99571428571427,53.88279999999998
2016-06-08,2016,6,8,Wednesday,23,2016-23,64.93,65.48,64.92,65.25,9428000,56.42,0.0030222222222222594,56.07071428571427,53.99779999999998
2016-06-09,2016,6,9,Thursday,23,2016-23,64.79,64.9,64.27,64.75,10817800,55.99,-0.007621410847217347,56.15499999999999,54.092599999999976
2016-06-10,2016,6,10,Friday,23,2016-23,63.93,64.07,63.58,63.84,16678400,55.2,-0.014109662439721338,56.17571428571428,54.17999999999997
2016-06-13,2016,6,13,Monday,24,2016-24,63.48,64.34,63.26,63.27,14314900,54.71,-0.008876811594202949,56.16428571428571,54.24639999999997
2016-06-14,2016,6,14,Tuesday,24,2016-24,62.68,63.47,61.68,62.08,19509300,53.68,-0.018826539937854214,56.01214285714285,54.29619999999997
2016-06-15,2016,6,15,Wednesday,24,2016-24,62.41,62.98,61.91,61.97,16982100,53.58,-0.0018628912071535497,55.79285714285714,54.35859999999997
2016-06-16,2016,6,16,Thursday,24,2016-24,61.45,62.3,60.9,62.22,16791200,53.8,0.004106009705113767,55.6192857142857,54.41759999999997
2016-06-17,2016,6,17,Friday,24,2016-24,62.3,62.71,61.93,62.28,15751500,53.85,0.0009293680297397522,55.42499999999999,54.50339999999997
2016-06-20,2016,6,20,Monday,25,2016-25,63.45,63.85,62.34,62.37,12213200,53.93,0.0014856081708449764,55.24571428571427,54.583399999999976
2016-06-21,2016,6,21,Tuesday,25,2016-25,62.73,63.0,62.14,62.95,11611600,54.43,0.009271277582050708,55.07642857142856,54.66559999999997
